Article_Title,Author,Year,Description,Revue,Volume,Number,Pages
Reply to Comment on “U–Pb baddeleyite ages and geochemistry of dolerite dykes in the Bas-Drâa inlier of the Anti-Atlas of Morocco: Newly identified 1380 Ma event in the West …,A El Bahat,2013,"Lithos 174, 101-108, 2013",Lithos,174,,101-108
Reply to Comment on “U–Pb baddeleyite ages and geochemistry of dolerite dykes in the Bas-Drâa inlier of the Anti-Atlas of Morocco: Newly identified 1380 Ma event in the West …,RE Ernst,2013,"Lithos 174, 101-108, 2013",Lithos,174,,101-108
Reply to Comment on “U–Pb baddeleyite ages and geochemistry of dolerite dykes in the Bas-Drâa inlier of the Anti-Atlas of Morocco: Newly identified 1380 Ma event in the West …,M Ikenne,2013,"Lithos 174, 101-108, 2013",Lithos,174,,101-108
The Anti-Atlas chain (Morocco): the southern margin of the Variscan belt along the edge of the West African Craton,A Soulaimani,2008,"Geological Society, London, Special Publications 297 (1), 433-452, 2008","Geological Society, London, Special Publications",297,1,433-452
The Anti-Atlas chain (Morocco): the southern margin of the Variscan belt along the edge of the West African Craton,M Burkhard,2008,"Geological Society, London, Special Publications 297 (1), 433-452, 2008","Geological Society, London, Special Publications",297,1,433-452
The Anti-Atlas chain (Morocco): the southern margin of the Variscan belt along the edge of the West African Craton,Soulaimani Abderrahmane,2008,"Geological Society, London, Special Publications 297 (1), 433-452, 2008","Geological Society, London, Special Publications",297,1,433-452
The anti-atlas pan-african belt (Morocco): Overview and pending questions,A Soulaimani,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
The anti-atlas pan-african belt (Morocco): Overview and pending questions,H Ouanaimi,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
The anti-atlas pan-african belt (Morocco): Overview and pending questions,O Saddiqi,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
The anti-atlas pan-african belt (Morocco): Overview and pending questions,L Baidder,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
The anti-atlas pan-african belt (Morocco): Overview and pending questions,A Michard,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
The anti-atlas pan-african belt (Morocco): Overview and pending questions,Soulaimani Abderrahmane,2018,"Comptes Rendus Geoscience 350 (6), 279-288, 2018",Comptes Rendus Geoscience,350,6,279-288
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",A Piqué,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",M Bouabdelli,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",A Soulaïmani,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",N Youbi,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",M Iliani,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Les conglomérats du P III (Néoprotérozoïque supérieur) de l'Anti Atlas (Sud du Maroc): molasses panafricaines, ou marqueurs d'un rifting fini-protérozoïque?",Soulaimani Abderrahmane,1999,"Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …, 1999","Comptes Rendus de l'Académie des Sciences-Series IIA-Earth and Planetary …,",,,
"Déformation hercynienne et relation socle/couverture dans le domaine du Bas-Drâa (Anti-Atlas occidental, Maroc)",A Soulaimani,1997,"Journal of African Earth Sciences 24 (3), 271-284, 1997",Journal of African Earth Sciences,24,3,271-284
"Déformation hercynienne et relation socle/couverture dans le domaine du Bas-Drâa (Anti-Atlas occidental, Maroc)",C Le Corre,1997,"Journal of African Earth Sciences 24 (3), 271-284, 1997",Journal of African Earth Sciences,24,3,271-284
"Déformation hercynienne et relation socle/couverture dans le domaine du Bas-Drâa (Anti-Atlas occidental, Maroc)",R Farazdaq,1997,"Journal of African Earth Sciences 24 (3), 271-284, 1997",Journal of African Earth Sciences,24,3,271-284
"Déformation hercynienne et relation socle/couverture dans le domaine du Bas-Drâa (Anti-Atlas occidental, Maroc)",Soulaimani Abderrahmane,1997,"Journal of African Earth Sciences 24 (3), 271-284, 1997",Journal of African Earth Sciences,24,3,271-284
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",O Blein,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",T Baudin,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",A Soulaimani,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",A Cocherie,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",P Chèvremont,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"New geochemical, geochronological and structural constraints on the Ediacaran evolution of the south Sirwa, Agadir-Melloul and Iguerda inliers, Anti-Atlas, Morocco",H Admou,2014,"Journal of African Earth Sciences 98, 47-71, 2014",Journal of African Earth Sciences,98,,47-71
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",M El Janati,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",A Soulaimani,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",H Admou,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",N Youbi,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",A Hafid,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",KP Hefferan,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Application of ASTER remote sensing data to geological mapping of basement domains in arid regions: a case study from the Central Anti-Atlas, Iguerda inlier, Morocco",Soulaimani Abderrahmane,2014,"Arabian Journal of Geosciences 7, 2407-2422, 2014",Arabian Journal of Geosciences,7,,2407-2422
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",A Soulaimani,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",M Jaffal,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",L Maacha,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",A Kchikach,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",A Najine,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",A Saidi,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Modélisation magnétique de la suture ophiolitique de Bou Azzer–El Graara (Anti-Atlas central, Maroc). Implications sur la reconstitution géodynamique panafricaine",Soulaimani Abderrahmane,2006,"Comptes Rendus Geoscience 338 (3), 153-160, 2006",Comptes Rendus Geoscience,338,3,153-160
"Effects of salt stress on growth, inorganic ions and proline accumulation in relation to osmotic adjustment in five sugar beet cultivars",C Ghoulam,2002,"Environmental and experimental Botany 47 (1), 39-50, 2002",Environmental and experimental Botany,47,1,39-50
"Effects of salt stress on growth, inorganic ions and proline accumulation in relation to osmotic adjustment in five sugar beet cultivars",A Foursy,2002,"Environmental and experimental Botany 47 (1), 39-50, 2002",Environmental and experimental Botany,47,1,39-50
"Effects of salt stress on growth, inorganic ions and proline accumulation in relation to osmotic adjustment in five sugar beet cultivars",K Fares,2002,"Environmental and experimental Botany 47 (1), 39-50, 2002",Environmental and experimental Botany,47,1,39-50
"Effects of salt stress on growth, inorganic ions and proline accumulation in relation to osmotic adjustment in five sugar beet cultivars",GHOULAM Cherki,2002,"Environmental and experimental Botany 47 (1), 39-50, 2002",Environmental and experimental Botany,47,1,39-50
Effect of salinity on seed germination and early seedling growth of sugar beet (Beta vulgaris L.),C Ghoulam,2001,"Seed science and technology 29 (2), 357-364, 2001",Seed science and technology,29,2,357-364
Effect of salinity on seed germination and early seedling growth of sugar beet (Beta vulgaris L.),K Fares,2001,"Seed science and technology 29 (2), 357-364, 2001",Seed science and technology,29,2,357-364
Effect of salinity on seed germination and early seedling growth of sugar beet (Beta vulgaris L.),GHOULAM Cherki,2001,"Seed science and technology 29 (2), 357-364, 2001",Seed science and technology,29,2,357-364
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,W Elhaissoufi,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,S Khourchi,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,A Ibnyasser,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,C Ghoulam,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,Z Rchiad,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
Phosphate solubilizing rhizobacteria could have a stronger influence on wheat root traits and aboveground physiology than rhizosphere P solubilization,Y Zeroual,2020,"Frontiers in plant science 11, 979, 2020",Frontiers in plant science,11,,979
"Growth and nodulation of alfalfa-rhizobia symbiosis under salinity: electrolyte leakage, stomatal conductance, and chlorophyll fluorescence",L Latrach,2014,"Turkish Journal of Agriculture and Forestry 38 (3), 320-326, 2014",Turkish Journal of Agriculture and Forestry,38,3,320-326
"Growth and nodulation of alfalfa-rhizobia symbiosis under salinity: electrolyte leakage, stomatal conductance, and chlorophyll fluorescence",M Farissi,2014,"Turkish Journal of Agriculture and Forestry 38 (3), 320-326, 2014",Turkish Journal of Agriculture and Forestry,38,3,320-326
